_id,text
ObjectId(5cafb71f72d501346cb8e0c4),"#TheResistance‼️🌍

This Climate News on how #GlobalWarming is effecting the #Arctic is very disturbing. We need to… https://t.co/KNX57zSP5J"
ObjectId(5cafb72372d501346cb8e0c7),RT @RealJamesWoods: #ClimateChange and #Racism are the most tired tropes of this election cycle. I simply say #yawn every time some tired o…
ObjectId(5cafb72372d501346cb8e0ca),"President @sebastianpinera today launched @cop25 in #Chile

DATE: December 2-13

VENUE: Los Cerrillos (A giant ex-a… https://t.co/itH9wUPdiU"
ObjectId(5cafb72872d501346cb8e0cd),"RT @NRDC: The reality of #ClimateChange is hastening the end of our reliance on fossil fuels, and projects like #KeystoneXL have no place i…"
ObjectId(5cafb72c72d501346cb8e0d0),RT @AOC: Sec. John Kerry: “Congresswoman Ocasio-Cortez  has in fact offered more leadership in one day or in one week than President Trump…
ObjectId(5cafb72f72d501346cb8e0d3),"#Adani’s #Carmichael #coal #mine

#Queensland #Australia #groundwater #drought #farmers #water #climate… https://t.co/hPZ1Zj66kk"
ObjectId(5cafb73072d501346cb8e0d6),"RT @PaulEDawson: “What happens in the Arctic does not stay in the Arctic,”

“We have the science. Now more urgent climate action is needed…"
ObjectId(5cafb73172d501346cb8e0d9),RT @tinaissa: By multiple EXECUTIVE ORDERS Trump has limited states rights by reducing their power to say no to what oil and gas wants to d…
ObjectId(5cafb73972d501346cb8e0dc),RT @natalieben: Potentially huge step to preventing multinationals treating our poor #poisonedplanet as a dumping ground. #pollution #TheyP…
ObjectId(5cafb73e72d501346cb8e0df),https://t.co/kzgBv6bTov Click the link to help fund my work without any cost to you #makemoney #CES2019… https://t.co/KIvY3DHtZC
ObjectId(5cafb74072d501346cb8e0e2),"RT @tan123: ""The biggest problem faced by the Reef in the 21st century is the feeding-frenzy resulting from too much money being flung at t…"
ObjectId(5cafb74072d501346cb8e0e5),"RT @NRDC: The reality of #ClimateChange is hastening the end of our reliance on fossil fuels, and projects like #KeystoneXL have no place i…"
ObjectId(5cafb74b72d501346cb8e0e8),"RT @MikeHudema: Pakistan is planting 10 billion trees. To fight #climatechange with forests. 

We have the solutions, there is no time to w…"
ObjectId(5cafb74c72d501346cb8e0eb),Looking forward to presenting today at this workshop around the recent #displacement of #Ambae people in #Vanuatu d… https://t.co/o1Ntjy0B14
ObjectId(5cafb75072d501346cb8e0ee),#InternationalRebellion #ExtinctionRebellion #RebelForLife  15 April act  on #Climatechange @GretaThunberg… https://t.co/IrIBxeK3ob
ObjectId(5cafb75a72d501346cb8e0f1),"RT @RashidaTlaib: Actions matter especially when folks try to tell us via press releases that they care about our air, public health and en…"
ObjectId(5cafb76172d501346cb8e0f4),"RT @MikeHudema: Pakistan is planting 10 billion trees. To fight #climatechange with forests. 

We have the solutions, there is no time to w…"
ObjectId(5cafb76172d501346cb8e0f7),RT @WCELaw: Citizens around the world are sick of paying for climate-related damages to their communities - #ClimateLitigation asks the com…
ObjectId(5cafb76272d501346cb8e0fa),#SustainableBankingNetwork members--- Central Banks and Banking Associations – commit to #SustainableFinance by mea… https://t.co/ZnecYLBGq8
ObjectId(5cafb76372d501346cb8e0fd),Finally a positive note to climate change.  Thank you!
ObjectId(5cafb76a72d501346cb8e100),"@EdtheSock @MarkGerretsen Day #64 #SNCLavalin scandal! No #LiberalParty morals, ethics or spine to #StandWithJody.… https://t.co/0LH0aGmsAt"
ObjectId(5cafb76d72d501346cb8e103),RT @RealJamesWoods: #ClimateChange and #Racism are the most tired tropes of this election cycle. I simply say #yawn every time some tired o…
ObjectId(5cafb77072d501346cb8e106),@AOC Tell her Dan a Clueless Bartender @AOC  Lecturing an injured Combat Vet who fought the terrorist responsible f… https://t.co/QXVREWsdkZ
ObjectId(5cafb77672d501346cb8e109),RT @BeingFarhad: More than 800 people could climb Mount Everest this year. Will they take their garbage with them? #trash #pollution  https…
ObjectId(5cafb77a72d501346cb8e10c),RT @UNICEF_france: Plus de 3 enfants sur 4 respirent un air pollué et toxique en #France. Nos élus doivent prendre des mesures pour protége…
ObjectId(5cafb78672d501346cb8e10f),"RT @DenverWestword: Migration Taco, named for migrating birds, offers plant-based Mexican food without single-use plastics and uses locally…"
ObjectId(5cafb78c72d501346cb8e112),"RT @TerrenceEdwards: The sad reality of climate change. The walrus with no ice or place to go.

#Walrus 
#OurPlanet
#ClimateChange 
#Climat…"
ObjectId(5cafb78e72d501346cb8e115),#InternationalRebellion #ExtinctionRebellion #RebelForLife  15 April act  on #Climatechange @GretaThunberg… https://t.co/WC6fFcjAPJ
ObjectId(5cafb79672d501346cb8e118),"@HarjitSajjan Day #64 #SNCLavalin scandal! No #LiberalParty morals, ethics or spine to #StandWithJody. Same excuse… https://t.co/9xt29D6Eyz"
ObjectId(5cafb79872d501346cb8e11b),"John Kerry, a hack who married a very rich lady, prances around like 18th century royalty.  A fundamentally useless… https://t.co/q18TtoI6dr"
ObjectId(5cafb79b72d501346cb8e11e),RT @RealJamesWoods: #ClimateChange and #Racism are the most tired tropes of this election cycle. I simply say #yawn every time some tired o…
ObjectId(5cafb79f72d501346cb8e121),"RT @david_turnbull: Such a great line of questioning from @RepRashida, pushing big bank CEO's to stop financing fossil fuels. She's drawing…"
ObjectId(5cafb79f72d501346cb8e124),"RT @david_turnbull: Such a great line of questioning from @RepRashida, pushing big bank CEO's to stop financing fossil fuels. She's drawing…"
ObjectId(5cafb7a572d501346cb8e127),RT @ed_stann: Very apt and meaningful (and probably guerrilla) advertising on my train this morning from @ExtinctionR ✊🏻#climatechange #Ext…
ObjectId(5cafb7a672d501346cb8e12a),"@stormirdgz @robsmithonline @TPUSA Truly ? Deluded #TPUSA has no #climatechange plan, thinks @POTUS moral but Canad… https://t.co/20QOpbiD8F"
ObjectId(5cafb7b072d501346cb8e12d),RT @AOC: Sec. John Kerry: “Congresswoman Ocasio-Cortez  has in fact offered more leadership in one day or in one week than President Trump…
ObjectId(5cafb7b472d501346cb8e130),"RT @rustandfray: Sadly very true 😒

#climatechange #Sustainability #BlackHole https://t.co/c66QEkTvil"
ObjectId(5cafb7b872d501346cb8e133),"RT @BrianMAGAswagga: There he is!!!
U up here visiting #MinneSnowta liddle @algore for Spring break???
#GlobalWarming is a big fat #Hoax 
#…"
ObjectId(5cafb7ba72d501346cb8e136),"RT @labourlewis: Given this Govt’s shameful record of banning onshore wind, giving the green light to fracking and axing ⁦the #solar export…"
ObjectId(5cafb7bb72d501346cb8e139),"Truly ? Deluded #TPUSA has no #climatechange plan, thinks @POTUS moral but Canada Norway, Germany, Holland France E… https://t.co/VWhbJ9oWNI"
ObjectId(5cafb7be72d501346cb8e13c),They say we shouldn't tax but instead use carrots. We propose subsidies and they call it welfare. We need to kick o… https://t.co/MmvWYecQjQ
ObjectId(5cafb7c072d501346cb8e13f),"RT @MikeHudema: Pakistan is planting 10 billion trees. To fight #climatechange with forests. 

We have the solutions, there is no time to w…"
ObjectId(5cafb7c572d501346cb8e142),An Intense Journey Into The Vibrant Complexity Of Nonviolent Change - a book review of The Roots Of Resistance by T… https://t.co/QaHDNw9lHj
ObjectId(5cafb7c672d501346cb8e145),"RT @BrianMAGAswagga: G'mornin friends from lovely ❄#MinneSnowta❄
Ahhhhhh🌱🌷Springtime🌼🌻🌞
What's the saying? 🤔
April showers, FREEZES-TH outt…"
ObjectId(5cafb7c772d501346cb8e148),You know it makes perfect sense !
ObjectId(5cafb7cc72d501346cb8e14b),"@loominext ach es könnte doch einfach alles so schön einfach sein

you say #anthropocene i say H.sapiens erosional… https://t.co/TFtdzbHAC4"
ObjectId(5cafb7ce72d501346cb8e14e),"Daily The Planning and Doing for the Floating Wind Farm, #FloatingOffshoreStructure, #WindFarm 紙が更新されました！… https://t.co/8FM2EuD3lL"
ObjectId(5cafb7d172d501346cb8e151),RT @PracticalAction: We help people find solutions to some of the world’s toughest problems - made worse by catastrophic #climatechange and…
ObjectId(5cafb7d272d501346cb8e154),"RT @MikeHudema: Pakistan is planting 10 billion trees. To fight #climatechange with forests. 

We have the solutions, there is no time to w…"
ObjectId(5cafb7d272d501346cb8e157),RT @TroutUnlimited: VIDEO: Check out how TU and our partners are working to keep water in a small Colorado stream to protect a heritage pop…
ObjectId(5cafb7d572d501346cb8e15a),"@DavidHamer_1951 @Carolyn_Bennett @CPC_HQ @AndrewScheer Day #64 #SNCLavalin scandal! No #LiberalParty morals, ethic… https://t.co/RsEIhBeDdl"
ObjectId(5cafb7d972d501346cb8e15d),RT @NiliMajumder: NASA's Newest Mission Is Fighting #ClimateChange &amp;Natural Disasters on Earth.The agency hopes to use its data &amp; analysis…
ObjectId(5cafb7d972d501346cb8e160),"They won't judge you, they'll be dead, you assholes"
ObjectId(5cafb7da72d501346cb8e163),What if feelings are our superpowers??
ObjectId(5cafb7da72d501346cb8e166),"RT @Trey_VonDinkis: @steph93065 @AZVotes #ClimateChange #LeftistFraud #FakeNewsMedia

Re-Loading this Post, for those interested in Climate…"
ObjectId(5cafb7de72d501346cb8e169),"RT @RashidaTlaib: Actions matter especially when folks try to tell us via press releases that they care about our air, public health and en…"
ObjectId(5cafb7e072d501346cb8e16c),"RT @RashidaTlaib: Actions matter especially when folks try to tell us via press releases that they care about our air, public health and en…"
ObjectId(5cafb7e672d501346cb8e16f),"RT @MikeHudema: Pakistan is planting 10 billion trees. To fight #climatechange with forests. 

We have the solutions, there is no time to w…"
ObjectId(5cafb7e772d501346cb8e172),No Axis. #poetry #poet #writer #art #poetrycommunity #poetrywriter #ScarletMonahan #climatechange #globalwarming… https://t.co/StpTIDFMmn
ObjectId(5cafb7eb72d501346cb8e175),"As Donald denies #climatechange &amp; rising seas, NYC moves ahead with its own #GreenNewDeal https://t.co/LrYdekB1X3 v… https://t.co/fxy2AlfL19"
ObjectId(5cafb7f872d501346cb8e178),RT @RealJamesWoods: #ClimateChange and #Racism are the most tired tropes of this election cycle. I simply say #yawn every time some tired o…
ObjectId(5cafb7f972d501346cb8e17b),RT @SolidarityCan: #NDP leader @TheJagmeetSingh can't be an honest broker on #ClimateChange when he supports the #CoastalGasLink #LNG pipel…
ObjectId(5cafb7f972d501346cb8e17e),"Did you know that when temperatures rise, hospital admissions for cardiovascular and respiratory disorders increase… https://t.co/MItZcSZ1oa"
ObjectId(5cafb80072d501346cb8e181),RT @Dragofix: #Ocean #plastic #pollution costs the planet $2.5 trillion per year https://t.co/p9gilkuchc #environment #ecosystem #biodivers…
ObjectId(5cafb80372d501346cb8e184),RT @cdjevelina: P R E A C H https://t.co/Eb97FBrr9m
ObjectId(5cafb80972d501346cb8e187),"Concerns of young protesters are justified 

WOW ! Science speaks up in Science !

#science #FridaysForFuture… https://t.co/Sh4X7rHKhB"
ObjectId(5cafb80b72d501346cb8e18a),RT @RealJamesWoods: #ClimateChange and #Racism are the most tired tropes of this election cycle. I simply say #yawn every time some tired o…
ObjectId(5cafb80d72d501346cb8e18d),"RT @PeterWMurphy1: The Abbott-Turnbull-Morrison Govt has delivered fear, division, hatred and lies. It has served the interests of its bill…"
ObjectId(5cafb81072d501346cb8e190),RT @gemgord: Time for action #climatechange #Jamaica @CcdJamaica @Petchary @EshaSensei @ppcr_ja https://t.co/PJtxDK9RMZ
ObjectId(5cafb81372d501346cb8e193),"This is why @ExtinctionR is needed, the majority just do not care.  
#ClimateCatastrophe #ClimateChange #Addicts"
ObjectId(5cafb81772d501346cb8e196),RT @Kadriilham: Last day of #桜 #cherryblossom season in #Japan. We cannot be the last generation who has such a luxury. We must fight #clim…
ObjectId(5cafb81872d501346cb8e199),@TerrySheehanMP @melaniejoly @SaultTourism @SaultEDC @FedNor @NavdeepSBains Day #64 #SNCLavalin scandal! No… https://t.co/FuBbcsrjwr
ObjectId(5cafb81972d501346cb8e19c),RT @XERDAN_Design: @GretaThunberg https://t.co/56zRZIw7SH
ObjectId(5cafb82172d501346cb8e19f),"RT @AllanMargolin: As Donald denies #climatechange &amp; rising seas, NYC moves ahead with its own #GreenNewDeal https://t.co/LrYdekB1X3 via @H…"
ObjectId(5cafb82472d501346cb8e1a2),RT @SolidarityCan: .@StandEarth’s @Tzeporah made a crucial point which gets lost in the #ClimateChange debate in an election: both the #Alb…
ObjectId(5cafb82672d501346cb8e1a5),"Kilimanjaro, Meru et al climbers, aint we getting there? Lets do something about Kili trash."
ObjectId(5cafb82672d501346cb8e1a8),RT @GreenpeaceEU: Six brave climbers were in Brussels to tell politicians at the #Brexit summit to start treating #climatechange like the c…
ObjectId(5cafb82772d501346cb8e1ab),RT @rahmstorf: Breitbart fell for this fallacy again... claiming my colleagues proved man-made #globalwarming a hoax (https://t.co/PttrsFcI…
ObjectId(5cafb82b72d501346cb8e1ae),"RT @david_turnbull: Such a great line of questioning from @RepRashida, pushing big bank CEO's to stop financing fossil fuels. She's drawing…"
ObjectId(5cafb82d72d501346cb8e1b1),"RT @cspan: .@Reprashida to panel of Global Bank CEOs on #climatechange: ""Your companies' words are not consistent with your actions."" https…"
ObjectId(5cafb82e72d501346cb8e1b4),"RT @optimistleader: Former Secretary of State @JohnKerry spoke about the #Paris #Climate Agreement, the key elements to negate the conseque…"
ObjectId(5cafb83872d501346cb8e1b7),RT @RealJamesWoods: #ClimateChange and #Racism are the most tired tropes of this election cycle. I simply say #yawn every time some tired o…
ObjectId(5cafb84272d501346cb8e1ba),@RepAOC
ObjectId(5cafb84772d501346cb8e1bd),Global Warming... you're worried for the future of your grandchildren...?  https://t.co/cp8wZSMN7H #globalwarming #climatechange
ObjectId(5cafb84972d501346cb8e1c0),"@humourme1234 Day #64 #SNCLavalin scandal! No #LiberalParty morals, ethics or spine to #StandWithJody. Same excuse… https://t.co/DczdiriLcC"
ObjectId(5cafb85372d501346cb8e1c3),RT @UNICEF_france: Plus de 3 enfants sur 4 respirent un air pollué et toxique en #France. Nos élus doivent prendre des mesures pour protége…
ObjectId(5cafb85472d501346cb8e1c6),RT @AWI_de: Antje Boetius im Gespräch mit @focusonline über eine mögliche CO2-Steuer und den Klimawandel  https://t.co/oUWUVJaBbg #awi #cli…
ObjectId(5cafb85972d501346cb8e1c9),"rustling plastic bags
pepper the budding hedgerow
somewhere a whale cries #haiku #poetry #climatechange"
ObjectId(5cafb86072d501346cb8e1cc),RT @rahmstorf: Breitbart fell for this fallacy again... claiming my colleagues proved man-made #globalwarming a hoax (https://t.co/PttrsFcI…
ObjectId(5cafb86072d501346cb8e1cf),RT @RealJamesWoods: #ClimateChange and #Racism are the most tired tropes of this election cycle. I simply say #yawn every time some tired o…
ObjectId(5cafb86172d501346cb8e1d2),RT @ThatsMrNeil: Do people think that a #CarbonTax alone will lower GHG emissions? Do you not think that incentives will be required to con…
ObjectId(5cafb86572d501346cb8e1d5),"RT @DaveTheHerbi: Damn. The world is losing 15 MILLION hectares of rain forest a year. 

Rain forests store and capture more carbon than an…"
ObjectId(5cafb86572d501346cb8e1d8),#InternationalRebellion #ExtinctionRebellion #RebelForLife  15 April act  on #Climatechange @GretaThunberg… https://t.co/9tnjQsrdzl
ObjectId(5cafb87372d501346cb8e1db),"RT @NRDC: The reality of #ClimateChange is hastening the end of our reliance on fossil fuels, and projects like #KeystoneXL have no place i…"
ObjectId(5cafb87572d501346cb8e1de),"Why Arctic Warming Is Especially Strong During Winter Months: https://t.co/UlP9WK6xQH
#climatechange #climateaction https://t.co/8kJrnJmYuE"
ObjectId(5cafb87672d501346cb8e1e1),"RT @ElementalCollab: Report: #Pollution From Cars, Livestock, #OilAndGas Is Still Drifting Into @RockyNPS 
Via @CPRNews https://t.co/r3PYWh…"
ObjectId(5cafb87a72d501346cb8e1e4),RT @RealJamesWoods: #ClimateChange and #Racism are the most tired tropes of this election cycle. I simply say #yawn every time some tired o…
ObjectId(5cafb88272d501346cb8e1e7),"@cathmckenna @Lagarde Day #64 #SNCLavalin scandal! No #LiberalParty morals, ethics or spine to #StandWithJody. Same… https://t.co/BjoJXIqOsI"
ObjectId(5cafb88b72d501346cb8e1ea),"RT @vittlesorg: @AngusTaylorMP May 18 it is. Time for @AngusTaylorMP to come clean &amp; stop misleading voters on #emissions 

https://t.co/Vl…"
ObjectId(5cafb88e72d501346cb8e1ed),"RT @OutriderFdn: Hey Madison! @KHayhoe is in town tonight talking #climatechange at @upperhouseUW. Doors open at 6:30, talk starts at 7. He…"
ObjectId(5cafb89072d501346cb8e1f0),RT @JohnKerry: Life comes full circle! I was so proud to see you on the other side of the dais. We need your voice on climate change - figh…
ObjectId(5cafb89772d501346cb8e1f3),"RT @FdeMazieres: Pour l’un des commissaires de la #Bap2019, Nicolas Gilsoul, #architecte #paysagiste, les dangers du changement climatique,…"
ObjectId(5cafb89972d501346cb8e1f6),RT @cdauchile: AHORA: Dra. Pilar Moraga (Subdirectora del Centro de Derecho Ambiental de @DerechoUCHILE e investigadora del @CR2_UChile) pa…
ObjectId(5cafb89c72d501346cb8e1f9),"RT @PIADesk: April is the Month of Planet Earth🌎🌱

Appreciate our planet by adopting simple, sustainable habits that can have a big impact…"
ObjectId(5cafb89f72d501346cb8e1fc),8. Spoke on issues I campaigned on —#climatechange #Transportation and #Medicare4All a@big others. #100Days100Yays… https://t.co/zHj1NuXHw5
ObjectId(5cafb8ab72d501346cb8e1ff),"RT @UNICEF_france: Plus de 3 enfants sur 4 respirent un air pollué et toxique en #France. 
Nos élus doivent prendre des mesures pour protég…"
ObjectId(5cafb8ac72d501346cb8e202),Compelling work on framing and the role of #reos religious environmental organizations in #climatechange and… https://t.co/a35oKtakH1
ObjectId(5cafb8ad72d501346cb8e205),"RT @Answertruth: @JayInslee NO!! NO!! NO!! NO!! NO!!
NO!! NO!! NO!! NO!! NO!! NO!! NO!! NO!! NO!! NO!! NO!! NO!! NO!! NO!! NO!! NO!! NO!! N…"
ObjectId(5cafb8b572d501346cb8e208),"RT @david_turnbull: Such a great line of questioning from @RepRashida, pushing big bank CEO's to stop financing fossil fuels. She's drawing…"
ObjectId(5cafb8b772d501346cb8e20b),RT @lovingouroceans: The time to ACT is NOW! We have very little time to be able to keep a healthy planet! Our oceans are at risk more and…
ObjectId(5cafb8b772d501346cb8e20e),"RT @Carbongate: No one would have believed that as humanity panicked over climate change, a power immeasurably superior to them was slowly…"
ObjectId(5cafb8b872d501346cb8e211),RT @RealJamesWoods: #ClimateChange and #Racism are the most tired tropes of this election cycle. I simply say #yawn every time some tired o…
ObjectId(5cafb8b872d501346cb8e214),With what's going on I think it could be the perfect endgame.
ObjectId(5cafb8b972d501346cb8e217),RT @UniOsloSMART: Are we seeing the beginning of the end of Norway's petroleum era or are the economic imperatives for continued exploitati…
ObjectId(5cafb8c072d501346cb8e21a),👏
ObjectId(5cafb8c572d501346cb8e21d),God : twerk or you’ll go extinct         Polar Bears:                                                #globalwarming… https://t.co/TEj96sWH59
ObjectId(5cafb8ca72d501346cb8e220),RT @SeanBradbery: @QandA @ConversationEDU Why do you have people like Malcolm Roberts on your show? Why are you constantly creating false b…
ObjectId(5cafb8d072d501346cb8e223),"RT @LadySif2017: #TheResistance‼️🌍

This Climate News on how #GlobalWarming is effecting the #Arctic is very disturbing. We need to start n…"
ObjectId(5cafb8d072d501346cb8e226),"RT @BonesUK: “If your government isn’t protecting you and the future of your kids, you have a duty to rebel, and a right to rebel,” article…"
ObjectId(5cafb8d372d501346cb8e229),Presenting today at this #climatechange migration workshop on the #displacement of Ambae people in #Vanuatu. I’m as… https://t.co/dcZAv2fh7R
ObjectId(5cafb8d872d501346cb8e22c),"#climatechange is real and terrible and threatening to engulf us. Maybe, soon, we will be asking ourselves why we d… https://t.co/B0ma0kpZ6p"
ObjectId(5cafb8dd72d501346cb8e22f),RT @RealJamesWoods: #ClimateChange and #Racism are the most tired tropes of this election cycle. I simply say #yawn every time some tired o…
ObjectId(5cafb8df72d501346cb8e232),"McCall MacBain linked to 36 page report: ""Elections Canada Complaint Regarding Foreign Influence in the 2015 Canadi… https://t.co/N3udNezeMj"
ObjectId(5cafb8e572d501346cb8e235),"In disaster zones, AI-assisted efforts can help builders get back to work faster, spurring economic recovery |… https://t.co/IabreilSOG"
ObjectId(5cafb8e772d501346cb8e238),"RT @RashidaTlaib: Actions matter especially when folks try to tell us via press releases that they care about our air, public health and en…"
ObjectId(5cafb8ea72d501346cb8e23b),"RT @BrianMAGAswagga: G'mornin friends from lovely ❄#MinneSnowta❄
Ahhhhhh🌱🌷Springtime🌼🌻🌞
What's the saying? 🤔
April showers, FREEZES-TH outt…"
ObjectId(5cafb8eb72d501346cb8e23e),"The No. 1 Health Issue of Our Time / ""Save the Humans"": https://t.co/lWM1MY3fiT #Health, #environmentallyfriendly, #climatechange"
ObjectId(5cafb8eb72d501346cb8e241),"RT @david_turnbull: Such a great line of questioning from @RepRashida, pushing big bank CEO's to stop financing fossil fuels. She's drawing…"
ObjectId(5cafb8ed72d501346cb8e244),RT @FriendsOScience: .@POTUS @realDonaldTrump @JustinTrudeau @EmmanuelMacron   Solar Physicist Debunks Canada’s Climate Catastrophe Claims…
ObjectId(5cafb8ed72d501346cb8e247),#Normandie will also give @GretaThunberg the freedom prize awarded by young normans. Peace is also the commitment t… https://t.co/kJq3WBwRBf
ObjectId(5cafb8ef72d501346cb8e24a),"#ClimateChange + #Pollution = worse #SpringAllergies this year. #NorthwesternMedicine Allergist Amiinah Y. Kung, MD… https://t.co/I6bF8sYsSu"
ObjectId(5cafb8f072d501346cb8e24d),RT @RealJamesWoods: #ClimateChange and #Racism are the most tired tropes of this election cycle. I simply say #yawn every time some tired o…
ObjectId(5cafb8f072d501346cb8e250),Companies Vs. #ClimateChange | The Rapid Decline of The Natural World Is a Crisis Even Bigger than Climate Change https://t.co/aUj0VyM23k
ObjectId(5cafb8f372d501346cb8e253),"RT @AllanMargolin: As Donald denies #climatechange &amp; rising seas, NYC moves ahead with its own #GreenNewDeal https://t.co/LrYdekB1X3 via @H…"
ObjectId(5cafb8f872d501346cb8e256),RT @RealJamesWoods: #ClimateChange and #Racism are the most tired tropes of this election cycle. I simply say #yawn every time some tired o…
ObjectId(5cafb8f872d501346cb8e259),"RT @PaulEDawson: ""Policymakers have severely underestimated the risks of ecological tipping points, according to a study that shows 45% of…"
ObjectId(5cafb8f972d501346cb8e25c),"RT @BrianMAGAswagga: There he is!!!
U up here visiting #MinneSnowta liddle @algore for Spring break???
#GlobalWarming is a big fat #Hoax 
#…"
ObjectId(5cafb90372d501346cb8e25f),Namibians are coming to grips with the realities of the times. What's your country's policy on environmental protec… https://t.co/FKox6jhSDa
ObjectId(5cafb90872d501346cb8e262),"RT @UNFCCC: Children at the launch event for the December @UN #ClimateChange conference in Santiago, Chile, hold up banners with slogans ca…"
ObjectId(5cafb90c72d501346cb8e265),Amazeballs 🙌🙌🙌
ObjectId(5cafb90e72d501346cb8e268),"RT @YorksWildlife: Hi @AliBrownleetri, for the love of Yorkshire, will you please RT? 💚 https://t.co/4hNxxHkEWq"
ObjectId(5cafb91172d501346cb8e26b),RT @ric__harvey: Who wants to chat about engineering for #climatechange and come up with some ideas? Feel free to DM me.
ObjectId(5cafb91472d501346cb8e26e),People of faith should be at the vanguard of the fight to stop the worst effects of climate change. Genesis says go… https://t.co/oSAASBjyjz
ObjectId(5cafb91b72d501346cb8e271),"#New #2018  #Conference -  Just Released, #author, Prof.  #PeterWadhams; UK’s most experienced sea ice scientist, i… https://t.co/GxO8p7xZtW"
ObjectId(5cafb91c72d501346cb8e274),"RT @MikeHudema: Pakistan is planting 10 billion trees. To fight #climatechange with forests. 

We have the solutions, there is no time to w…"
ObjectId(5cafb91c72d501346cb8e277),To keep our planet healthy we must use more renewables and reduce waste. Are you up for the challenge?… https://t.co/z8eZZdhUGf
ObjectId(5cafb91d72d501346cb8e27a),RT @smasandiego: #futureleaders with a commitment to being responsible stewards of 🌎 https://t.co/Ioipcp5YIC
ObjectId(5cafb91d72d501346cb8e27d),RT @RealJamesWoods: #ClimateChange and #Racism are the most tired tropes of this election cycle. I simply say #yawn every time some tired o…
ObjectId(5cafb92072d501346cb8e280),"RT @AllanMargolin: As Donald denies #climatechange &amp; rising seas, NYC moves ahead with its own #GreenNewDeal https://t.co/LrYdekB1X3 via @H…"
ObjectId(5cafb92072d501346cb8e283),"RT @ArchKennedy: It’s time for us all to recognize the 97% con game. 

Also, the climate changes constantly, but there is no way to know ho…"
ObjectId(5cafb92272d501346cb8e286),"RT @GuiseppeHammer: My experience with #climatechange includes when #hurricanesandy hit NYC, there were mass gas shortages, people stranded…"
ObjectId(5cafb92d72d501346cb8e289),The latest Popular Population News! https://t.co/l9b2NB5OoQ Thanks to @WastelessPlanet @scOttsummitt… https://t.co/wU8X7VJGDO
ObjectId(5cafb93372d501346cb8e28c),"Have we reached the maximum #human #population? Is the #earth trying to tell us something?
#finiteresources… https://t.co/qcIoTFtgD1"
ObjectId(5cafb93572d501346cb8e28f),RT @UNICEF_france: Plus de 3 enfants sur 4 respirent un air pollué et toxique en #France. Nos élus doivent prendre des mesures pour protége…
ObjectId(5cafb93572d501346cb8e292),The United Nations have partnered up to create this #Recycled plastic boat. 🌊⛵️ #CleanSeas #Recycling #Recycle… https://t.co/kDMyKEkj9A
ObjectId(5cafb93872d501346cb8e295),The United Nations have partnered up to create this #Recycled plastic boat. 🌊⛵️ #CleanSeas #Recycling #Recycle… https://t.co/9IjWlulwSq
ObjectId(5cafb93872d501346cb8e298),Thousands of Amazon employees urge company to do more on #CLIMATE change https://t.co/vDTLcydmR0 #GPWX #GlobalWarming #climatechange
ObjectId(5cafb93a72d501346cb8e29b),RT @Lecocq_dom: 🇳🇱 Amsterdam Today the #EnergyObserver team welcomed the #AirLiquide team and its guests for a special visit of the 1st #hy…
ObjectId(5cafb93c72d501346cb8e29e),Will your home be ready for #climatechange and #Canada's rewritten building code? | CBC News https://t.co/LZx3Kgucob
ObjectId(5cafb93c72d501346cb8e2a1),"@ap4ca @StrikeClimate 👍Heads up.

Please sign this pledge.

#UK' @SavannahRes(75%) &amp; #Australia' … https://t.co/VDPNcyibjW"
ObjectId(5cafb94372d501346cb8e2a4),RT @RealJamesWoods: #ClimateChange and #Racism are the most tired tropes of this election cycle. I simply say #yawn every time some tired o…
ObjectId(5cafb94772d501346cb8e2a7),"👍Heads up.

Please sign this pledge.

#UK' @SavannahRes(75%) &amp; #Australia' https://t.co/S8ffuOuyW4(25%) are excavat… https://t.co/ZR26rZE6V9"
ObjectId(5cafb94872d501346cb8e2aa),Thousands of Amazon employees urge company to do more on #CLIMATE change https://t.co/5wrwPRyMuK  #GlobalWarming #climatechange
ObjectId(5cafb94e72d501346cb8e2ad),"RT @GreenpeaceCA: 21 B.C municipalities sent a letter asking #BigOil to pay for their fair share of #climatechange 
related costs. 
👉Let's…"
ObjectId(5cafb94f72d501346cb8e2b0),"RT @MikeHudema: Pakistan is planting 10 billion trees. To fight #climatechange with forests. 

We have the solutions, there is no time to w…"
ObjectId(5cafb95072d501346cb8e2b3),RT @MrDash109: @sailorgirl2017 Andrew Scheer and his idiot gun law ideas of course are directed at the Elmer Fudd contingent.  In short we’…
ObjectId(5cafb95072d501346cb8e2b6),@realDonaldTrump Is it a crime to tell you to fuck right off or can I go for freedom of speech as defence? Well let… https://t.co/wsqtLyWzq4
ObjectId(5cafb95172d501346cb8e2b9),"RT @cspan: .@Reprashida to panel of Global Bank CEOs on #climatechange: ""Your companies' words are not consistent with your actions."" https…"
ObjectId(5cafb95372d501346cb8e2bc),"RT @NRDC: The reality of #ClimateChange is hastening the end of our reliance on fossil fuels, and projects like #KeystoneXL have no place i…"
ObjectId(5cafb95472d501346cb8e2bf),#InternationalRebellion #ExtinctionRebellion #RebelForLife  15 April act  on #Climatechange @GretaThunberg… https://t.co/pjVqbuWIxx
